d,block,sink_std,sink_acc,sec_std,sec_acc
10,21,1.2454339265823364,1.2447736263275146,76.7857129573822,75.82280230522156
10,22,1.2453532218933105,1.2447290420532227,80.47910642623901,79.53946542739868
10,23,1.2452713251113892,1.2447208166122437,83.82736682891846,83.18683052062988
10,24,1.2451908588409424,1.244714379310608,87.47429823875427,86.73839950561523
10,25,1.2451096773147583,1.244705319404602,91.33762097358704,90.19196677207947
20,0,3.516444683074951,3.516444683074951,0.0,0.0
20,1,2.6493234634399414,2.6493234634399414,7.424607276916504,6.243589162826538
20,2,2.3514790534973145,2.3514790534973145,15.193422794342041,12.826131582260132
20,3,2.2192437648773193,2.1932778358459473,22.69152045249939,19.5482075214386
20,4,2.1521730422973633,2.1116280555725098,30.226335763931274,26.23269248008728
20,5,2.1140787601470947,2.070770502090454,36.81608557701111,32.98057246208191
20,6,2.0920631885528564,2.053234338760376,43.121042251586914,39.321375131607056
20,7,2.0785672664642334,2.048034429550171,49.71654748916626,45.87576079368591
20,8,2.070034980773926,2.048569679260254,56.38627219200134,52.635130405426025
20,9,2.064919948577881,2.0509746074676514,62.98487710952759,59.11296844482422
20,10,2.0617222785949707,2.0533525943756104,69.66309881210327,65.85002446174622
20,11,2.059696912765503,2.0550618171691895,75.82082271575928,72.49659705162048
20,12,2.0583889484405518,2.055938720703125,82.03358817100525,79.04952192306519
20,13,2.0575287342071533,2.0561866760253906,88.21222257614136,85.5188958644867
20,14,2.0570852756500244,2.0560786724090576,94.70711064338684,92.10992503166199
20,15,2.0567615032196045,2.055802822113037,101.10661315917969,99.15307283401489
20,16,2.0565407276153564,2.055497169494629,107.63883924484253,105.91655588150024
20,17,2.0563230514526367,2.0551815032958984,114.44503617286682,112.47123861312866
20,18,2.0561153888702393,2.0548975467681885,121.0645592212677,118.98912906646729
20,19,2.05598521232605,2.054743766784668,127.30285024642944,125.88899278640747
20,20,2.0558900833129883,2.054697036743164,133.48401975631714,132.56486320495605
20,21,2.055927038192749,2.0547714233398438,140.09895014762878,139.13972902297974
20,22,2.0559566020965576,2.054922580718994,146.57173204421997,145.4420576095581
20,23,2.0558927059173584,2.0550315380096436,153.1004056930542,152.08614706993103
20,24,2.0558550357818604,2.0550780296325684,159.7778196334839,158.58346366882324
20,25,2.0558698177337646,2.055140495300293,166.45501804351807,164.74777817726135
50,0,6.638472080230713,6.638472080230713,0.0,0.0
50,1,4.116424083709717,4.116424083709717,14.837789297103882,14.698090314865112
50,2,3.4895310401916504,3.4895310401916504,29.65806531906128,29.3658287525177
50,3,3.266584873199463,3.2199831008911133,44.372645139694214,44.086410999298096
50,4,3.1710336208343506,3.1112468242645264,59.09093880653381,59.396074056625366
50,5,3.1262969970703125,3.077087640762329,74.31819915771484,74.16142344474792
50,6,3.1050257682800293,3.0736422538757324,88.63337659835815,89.18520045280457
50,7,3.0949862003326416,3.078850269317627,103.43181824684143,104.34382247924805
50,8,3.089945077896118,3.083580255508423,118.56424927711487,118.75047421455383
50,9,3.0878756046295166,3.086331605911255,132.92251443862915,133.04784488677979
50,10,3.086721658706665,3.0871102809906006,147.79758596420288,147.64430165290833
50,11,3.0861353874206543,3.086824893951416,162.95453524589539,162.15319108963013
50,12,3.085761547088623,3.0862269401550293,177.21089100837708,176.7292160987854
50,13,3.0855915546417236,3.0857739448547363,191.95124888420105,191.53931999206543
50,14,3.0856587886810303,3.085604190826416,206.6475315093994,205.96859622001648
50,15,3.085597276687622,3.0854928493499756,221.62783527374268,222.87677836418152
50,16,3.0856118202209473,3.0854976177215576,236.07833290100098,241.83334279060364
50,17,3.0854406356811523,3.085493326187134,250.74581336975098,259.5123929977417
50,18,3.085550308227539,3.085587739944458,265.9663290977478,277.9237575531006
50,19,3.0854389667510986,3.0856025218963623,280.7487452030182,296.8778681755066
50,20,3.0854952335357666,3.0856070518493652,295.6883933544159,315.15968012809753
50,21,3.08536696434021,3.085557222366333,310.7885901927948,334.44169902801514
50,22,3.0853655338287354,3.0854673385620117,325.92868185043335,352.97633838653564
50,23,3.0853569507598877,3.0854573249816895,340.6472954750061,371.1938362121582
50,24,3.0853543281555176,3.0854194164276123,355.46356534957886,390.0027449131012
50,25,3.0854203701019287,3.0854954719543457,370.56504559516907,408.5958387851715
