seed,d,kappa,theta,block,delta_t,lambda_min_symZ,gap_std,gap_acc
36,5,1.0,0.7853981633974483,22,1.5170099948229056e-09,0.9999988811519309,2.9879337711154705e-14,9.676592447772417e-14
36,5,1.0,0.7853981633974483,23,3.3865173927558198e-09,0.9999995199761793,6.2267732443663224e-15,3.933391379063948e-14
36,5,1.0,0.7853981633974483,24,7.155797103390177e-09,0.9999999910314942,1.6584363353568815e-15,3.1943675363232924e-15
36,5,1.0,0.7853981633974483,25,7.62721115413957e-09,0.9999997712981814,1.5159810786274834e-15,1.7246134065236655e-15
36,5,1.0,0.7853981633974483,26,5.742352636862765e-09,0.999999467229585,4.0678261976136977e-16,2.006798237441369e-15
36,5,1.0,0.7853981633974483,27,4.5869520686175957e-08,0.9999997796709552,-2.0349804843974812e-16,2.519878714287935e-16
36,5,1.0,0.7853981633974483,28,3.9585995858040706e-08,0.9999999373521501,3.3779889375692037e-16,1.502696170869355e-17
36,5,1.0,0.7853981633974483,29,2.1803286394049354e-08,0.9999999423242052,1.2321721695668997e-18,-4.4086659442007544e-16
36,5,1.0,0.7853981633974483,30,8.196582857041687e-08,0.9999999671423466,3.065470345551345e-19,2.323451302326714e-16
36,5,1.0,0.7853981633974483,31,5.516111507342013e-08,0.9999999922302988,2.220680597605472e-16,1.418062193879257e-17
36,5,1.0,0.7853981633974483,32,2.0053885515997652e-07,1.000000000599864,2.2754925243278437e-16,1.1557651903285498e-16
36,5,1.0,0.7853981633974483,33,9.012105883351011e-08,0.9999999838007846,2.455302477488819e-16,1.5871033762945218e-18
36,5,1.0,0.7853981633974483,34,4.903859986398111e-08,1.0000000059999767,-4.378880890878394e-16,4.069614462836364e-18
36,5,1.0,0.7853981633974483,35,6.805207170443756e-08,1.0000000061666248,1.6988147384052676e-18,5.535609953415721e-17
36,5,1.0,0.7853981633974483,36,1.381928178132367e-07,0.9999999525381637,-4.296275417176266e-16,1.4189212209453934e-17
36,5,1.0,0.7853981633974483,37,0.006639031778101315,0.9999999990658422,3.9031749702427315e-18,7.835923301745459e-20
36,5,1.0,0.7853981633974483,38,0.008324382792905108,1.0000000010514587,1.0954741626927645e-18,2.240867914346941e-16
36,5,1.0,0.7853981633974483,39,4.8866516022167555e-08,1.0000000033706937,2.223742967833184e-16,-2.207456743169477e-16
36,5,1.0,0.7853981633974483,40,0.004712801368072736,1.0000000019286666,-2.1259679488186347e-16,-1.109512571087756e-16
37,5,1.0,0.7853981633974483,1,0.0,0.9083959690351959,0.08515401209688882,0.08515401209688882
37,5,1.0,0.7853981633974483,2,2.7256024131237445e-14,0.9300174464567121,0.02070381273587666,0.02070381273587652
37,5,1.0,0.7853981633974483,3,8.103226538984064e-14,0.9612301481895658,0.005123308504520165,0.0032595028807756825
37,5,1.0,0.7853981633974483,4,1.8664502754303916e-13,0.9875072753053226,0.0012753759920203396,0.00019991692931527888
37,5,1.0,0.7853981633974483,5,2.0395681805770754e-13,0.9964084655173734,0.00031822973934905437,4.608743332964728e-06
37,5,1.0,0.7853981633974483,6,2.0321002326457385e-13,0.9911452286738077,7.948475376231981e-05,2.630551469700324e-05
37,5,1.0,0.7853981633974483,7,6.545162529758728e-13,0.9934731019944758,1.9862356930732414e-05,1.1546942561253847e-05
37,5,1.0,0.7853981633974483,8,5.416341128353684e-12,0.9975321382514076,4.9644908645792235e-06,1.3935712300459902e-06
37,5,1.0,0.7853981633974483,9,2.015523242058789e-12,0.9998616601444948,1.2409865762454304e-06,1.4011404692840408e-08
37,5,1.0,0.7853981633974483,10,9.357692065390466e-13,0.9991830620097465,3.102296983426104e-07,2.400255012636012e-07
37,5,1.0,0.7853981633974483,11,1.440534818492803e-12,0.9993071270127276,7.755531072456786e-08,1.4016725182288726e-07
37,5,1.0,0.7853981633974483,12,2.3538108097466714e-11,0.9997008751901549,1.938856419169774e-08,2.132020566956137e-08
37,5,1.0,0.7853981633974483,13,7.512532091250891e-12,0.9999218030333797,4.847107673715853e-09,9.784763581059723e-12
37,5,1.0,0.7853981633974483,14,4.797249646708597e-12,0.9998047167811484,1.183539570163064e-09,3.2911864238803132e-09
37,5,1.0,0.7853981633974483,15,2.2895709050324047e-11,0.9998180646186516,2.88993424884443e-10,2.330457812273903e-09
37,5,1.0,0.7853981633974483,16,2.710851117971161e-10,0.9999205387526087,7.056669905286525e-11,4.052178953229332e-10
37,5,1.0,0.7853981633974483,17,2.7932706191737466e-11,0.9999974608418094,1.7231677382554858e-11,1.0613285055529752e-12
37,5,1.0,0.7853981633974483,18,1.7458691346051863e-11,0.9999738413761099,4.2076279872238125e-12,7.867129320091254e-11
37,5,1.0,0.7853981633974483,19,1.2256252910838516e-10,0.999976541552005,1.0279123279310284e-12,5.6684149949399226e-11
37,5,1.0,0.7853981633974483,20,1.8388085718141494e-09,0.9999895380396077,2.5107998042159353e-13,1.0133388149371408e-11
37,5,1.0,0.7853981633974483,21,1.625804030394764e-10,0.9999988161070649,6.138619701220084e-14,3.597646573498139e-14
37,5,1.0,0.7853981633974483,22,3.337933643552291e-10,0.999992156885915,1.4834054223208345e-14,2.1349704005550608e-12
37,5,1.0,0.7853981633974483,23,3.1387356823377253e-10,0.9999931643569986,3.788502973209703e-15,1.523327931259708e-12
37,5,1.0,0.7853981633974483,24,4.116576400197027e-09,0.9999970990970435,8.075076445229616e-16,2.5905364151113235e-13
37,5,1.0,0.7853981633974483,25,7.800496397159239e-10,0.9999997992421642,1.0633483602904465e-15,2.6794871004017402e-15
37,5,1.0,0.7853981633974483,26,1.023710048220606e-09,0.9999989055027485,5.429639514269308e-16,6.976212612522767e-14
37,5,1.0,0.7853981633974483,27,2.991508795707015e-09,0.9999990478792127,4.730256966323131e-16,4.932246941256283e-14
37,5,1.0,0.7853981633974483,28,2.130647030994094e-08,0.9999995930378626,4.789129933419398e-16,8.409867668506673e-15
37,5,1.0,0.7853981633974483,29,4.780391458411058e-09,0.9999999141501037,2.307367035877513e-16,2.2341873348862634e-16
37,5,1.0,0.7853981633974483,30,2.6006871655374198e-09,0.9999996544393225,-3.3092459459384256e-16,2.427783409353931e-15
37,5,1.0,0.7853981633974483,31,1.5800284449755566e-08,1.0000000054733078,-2.0633397016825655e-16,6.383978856916299e-15
37,5,1.0,0.7853981633974483,32,9.800504967813235e-09,0.9999995881776704,2.6366848554993237e-16,2.865674490354046e-15
37,5,1.0,0.7853981633974483,33,1.5937005847008745e-08,1.0000000038565042,9.840378794947232e-18,8.375060359971056e-16
37,5,1.0,0.7853981633974483,34,3.374230725809955e-08,0.9999999415454852,3.1775070377970077e-17,2.229642777717527e-16
37,5,1.0,0.7853981633974483,35,1.0748957289097336e-08,1.0000000052966962,7.985075546717345e-18,7.839810120046269e-16
37,5,1.0,0.7853981633974483,36,2.349012720556839e-08,0.9999999965962161,-2.1059405082534907e-16,1.838673794483578e-15
37,5,1.0,0.7853981633974483,37,1.48921876632701e-08,0.9999998233927836,-1.8742471483670356e-16,1.038155321556516e-15
37,5,1.0,0.7853981633974483,38,8.009379012843638e-08,0.9999999435832951,-2.6277767820466176e-16,5.574244830132052e-18
37,5,1.0,0.7853981633974483,39,2.3554037812713924e-08,1.0000000062582362,-4.2564128141793657e-16,1.1280958334025286e-16
37,5,1.0,0.7853981633974483,40,1.685281799804008e-08,0.9999998617029647,-3.9791575313805865e-16,1.6653371700216456e-16
38,5,1.0,0.7853981633974483,1,0.0,0.8241332212942933,0.1335496567044182,0.1335496567044182
38,5,1.0,0.7853981633974483,2,2.424111559029561e-14,0.8440570025729988,0.03618069438595806,0.03618069438595786
38,5,1.0,0.7853981633974483,3,1.2060989410789891e-13,0.9004131276207297,0.009479116358903236,0.0062197688652338295
38,5,1.0,0.7853981633974483,4,3.5196148863414333e-13,0.9639738768375612,0.0024307750567601136,0.000430694829960665
38,5,1.0,0.7853981633974483,5,1.5345800335072783e-13,0.9976512125613912,0.0006158014010962595,4.945116966117904e-06
38,5,1.0,0.7853981633974483,6,2.331177224816101e-13,0.9939405736132194,0.00015499420659414488,4.677376950433954e-05
38,5,1.0,0.7853981633974483,7,6.73838482978095e-13,0.9955076270381934,3.88811533328353e-05,2.2136961602014886e-05
38,5,1.0,0.7853981633974483,8,4.475040095105121e-12,0.9982850630013561,9.73699660284386e-06,2.9326430577348607e-06
38,5,1.0,0.7853981633974483,9,8.220043528182847e-13,0.9997523601223076,2.436345998568963e-06,1.026257031428151e-08
38,5,1.0,0.7853981633974483,10,1.1011552814699721e-12,0.9977882224416846,6.093491246797348e-07,4.232401425174632e-07
38,5,1.0,0.7853981633974483,11,3.4318956559615733e-12,0.9980692549742843,1.5237014166960116e-07,2.6754271041564553e-07
38,5,1.0,0.7853981633974483,12,4.067313365357771e-11,0.9991396282329907,3.8096644788311335e-08,4.457308478729568e-08
38,5,1.0,0.7853981633974483,13,7.206946539828196e-12,0.9999696848587465,9.524675113230848e-09,5.31138006090502e-11
38,5,1.0,0.7853981633974483,14,5.859024070185452e-12,0.9998485240810401,2.3961556140682846e-09,7.154954327433694e-09
38,5,1.0,0.7853981633974483,15,1.0615906823981698e-11,0.9998691504959494,6.028101545998922e-10,5.220554715899741e-09
38,5,1.0,0.7853981633974483,16,1.7787354609243156e-10,0.999941438980933,1.5165159909334561e-10,9.251248733616328e-10
38,5,1.0,0.7853981633974483,17,3.295527008345723e-11,0.9999943148964838,3.815179298463043e-11,1.9571989475038654e-12
38,5,1.0,0.7853981633974483,18,5.0825350197700074e-11,0.9999241206035507,9.598136779603931e-12,1.7794214446003123e-10
38,5,1.0,0.7853981633974483,19,1.309670626809977e-10,0.9999303611292981,2.4147318102830885e-12,1.3403334669260397e-10
38,5,1.0,0.7853981633974483,20,2.072254951173119e-09,0.9999676876859159,6.074509750367429e-13,2.59161197573192e-11
38,5,1.0,0.7853981633974483,21,1.5259249709990054e-10,0.9999989672201826,1.524777367156907e-13,2.0572935321977166e-14
38,5,1.0,0.7853981633974483,22,2.741923805258745e-10,0.9999939196984848,3.848629800530813e-14,4.682911934560764e-12
38,5,1.0,0.7853981633974483,23,4.1706936148165437e-10,0.999994719015077,9.909634842457814e-15,3.5498614020767734e-12
38,5,1.0,0.7853981633974483,24,2.87872218633356e-09,0.9999977843173009,2.4115388394379208e-15,6.393592257086464e-13
38,5,1.0,0.7853981633974483,25,6.926280097035148e-10,0.9999995055545436,2.4468697880428695e-15,3.1071623312647998e-15
38,5,1.0,0.7853981633974483,26,1.0336284868331814e-09,0.9999968641423339,2.3615599383178666e-15,1.5354237835632525e-13
38,5,1.0,0.7853981633974483,27,1.71145152590479e-09,0.9999971402128476,9.568433904147564e-16,1.1788476678364711e-13
38,5,1.0,0.7853981633974483,28,3.279043211351478e-08,0.9999986891192406,-3.688070291543012e-17,2.276862736935701e-14
38,5,1.0,0.7853981633974483,29,3.436636742758424e-09,0.9999999525521011,1.5762827537321135e-16,-2.0635040293830553e-17
38,5,1.0,0.7853981633974483,30,2.944125551920406e-09,0.9999997364036067,3.0903486213826835e-16,4.8807397511626435e-15
38,5,1.0,0.7853981633974483,31,7.4059892709621805e-09,0.9999997735928698,-2.0032035636164808e-16,3.6397193149556866e-15
38,5,1.0,0.7853981633974483,32,4.9764299143249624e-08,0.9999999068429295,4.450724595918697e-16,6.672271721825992e-16
38,5,1.0,0.7853981633974483,33,2.0485686354493418e-08,1.0000000056154092,-2.2188679980216545e-16,-3.8634867286471515e-16
38,5,1.0,0.7853981633974483,34,1.0974484641580841e-08,0.9999998199856968,-2.1365056425243254e-16,3.355708294238593e-17
38,5,1.0,0.7853981633974483,35,6.372960697568946e-08,0.9999998539128604,2.2429360292464943e-16,-1.1501609424168296e-16
38,5,1.0,0.7853981633974483,36,0.009511036840643809,1.0000000063332795,2.2268480218729734e-16,2.891597022151729e-16
38,5,1.0,0.7853981633974483,37,0.004092639236524142,0.9999998382070522,1.088868298320916e-17,-9.467097992537163e-17
38,5,1.0,0.7853981633974483,38,3.5718683370604845e-08,0.9999999890865741,2.958017102438869e-18,3.220363447313115e-16
38,5,1.0,0.7853981633974483,39,0.004714315468773481,0.9999999937555897,8.4011999208004155e-19,3.337054461526848e-16
38,5,1.0,0.7853981633974483,40,1.3399291789694372e-07,1.0000000069999844,2.223026946853273e-16,-1.679215578874079e-16
39,5,1.0,0.7853981633974483,1,0.0,0.9688760655593937,0.04441666927835752,0.04441666927835752
39,5,1.0,0.7853981633974483,2,8.764390186131319e-14,0.9783173537375949,0.010376775088773854,0.010376775088773799
39,5,1.0,0.7853981633974483,3,2.4294455770073235e-13,0.9888209747707273,0.002514095898118955,0.0015800261990377776
39,5,1.0,0.7853981633974483,4,4.208536381060623e-13,0.9965768189930367,0.0006190879381812141,9.221211386693795e-05
39,5,1.0,0.7853981633974483,5,4.153644539226702e-13,0.9968402683454161,0.0001536259116307944,2.6492306012390263e-06
39,5,1.0,0.7853981633974483,6,2.636525561114129e-13,0.9920903620809102,3.82652340368524e-05,1.3095285767900956e-05
39,5,1.0,0.7853981633974483,7,6.986243202619246e-13,0.9941581304418734,9.548776751284668e-06,5.589381949385602e-06
39,5,1.0,0.7853981633974483,8,5.910960327360778e-12,0.997783817800438,2.3849740800848448e-06,6.494341242204316e-07
39,5,1.0,0.7853981633974483,9,1.1757863957975381e-12,0.999955295205806,5.959665154738189e-07,8.688759403125855e-09
39,5,1.0,0.7853981633974483,10,2.8168765777748037e-12,0.9997694358343711,1.4895703539819513e-07,1.1984707118487285e-07
39,5,1.0,0.7853981633974483,11,6.624326891869731e-12,0.999806890181819,3.723493672622819e-08,6.796156340455441e-08
39,5,1.0,0.7853981633974483,12,2.4698583034730744e-11,0.9999178186073251,9.308194189603172e-09,9.963310230540353e-09
39,5,1.0,0.7853981633974483,13,8.886222885964178e-12,0.9999608797409953,2.200719869074777e-09,8.339588251538737e-11
39,5,1.0,0.7853981633974483,14,2.3867251948588635e-11,0.9997985781068385,5.203218900763629e-10,2.0610980350422485e-09
39,5,1.0,0.7853981633974483,15,4.145312269326321e-11,0.999828176495949,1.2302250279545629e-10,1.3377853554544608e-09
39,5,1.0,0.7853981633974483,16,3.6913590104674497e-10,0.9999264104542359,2.9086946454975426e-11,2.2074358681762967e-10
39,5,1.0,0.7853981633974483,17,5.7078557334850336e-11,0.9999991875318501,6.877420909582655e-12,1.2433989901672955e-12
39,5,1.0,0.7853981633974483,18,4.925809121046728e-11,0.9999920807398264,1.626284308271886e-12,4.5566277058031496e-11
39,5,1.0,0.7853981633974483,19,1.7873029490024006e-10,0.9999930380621525,3.846570018632207e-13,3.0270273716057517e-11
39,5,1.0,0.7853981633974483,20,1.1879293337977375e-09,0.999997017187027,9.068054773033604e-14,4.748189052530794e-12
39,5,1.0,0.7853981633974483,21,2.5396904248447643e-10,0.9999981456508014,2.1377905175553634e-14,8.049714483806893e-14
39,5,1.0,0.7853981633974483,22,2.637868603996594e-10,0.9999922274140397,5.009694071990778e-15,1.3633797947184276e-12
39,5,1.0,0.7853981633974483,23,5.556696915467389e-10,0.999993404930915,1.062829499670694e-15,9.138221983944064e-13
39,5,1.0,0.7853981633974483,24,5.674703448298093e-09,0.9999972148096373,-3.217811330425593e-17,1.4960251672815826e-13
39,5,1.0,0.7853981633974483,25,9.727949251881747e-10,0.999999990012509,2.0994243971140073e-16,7.331861300493595e-15
39,5,1.0,0.7853981633974483,26,7.645147363412851e-10,0.9999996162133683,-1.9792688196226568e-16,5.69822607957528e-14
39,5,1.0,0.7853981633974483,27,5.246706463402546e-09,0.9999996896868429,-1.0520947682343708e-16,3.230640724378767e-14
39,5,1.0,0.7853981633974483,28,2.7095065338540106e-08,0.9999998818978886,1.1251427655284897e-16,3.923813516955179e-15
39,5,1.0,0.7853981633974483,29,6.850036086980884e-09,1.0000000051665812,-2.2158565451550422e-16,1.9119370754582814e-15
39,5,1.0,0.7853981633974483,30,4.25954499325033e-09,0.9999994511316687,3.3211094798850923e-18,4.553141089959223e-15
39,5,1.0,0.7853981633974483,31,2.669514627631267e-08,0.9999999579044376,1.868306692895343e-17,7.766119965071832e-15
39,5,1.0,0.7853981633974483,32,1.9304984723894396e-08,0.999999548731572,2.2694360443675315e-16,3.557296722615188e-15
39,5,1.0,0.7853981633974483,33,1.7951919779728085e-08,1.0000000058333185,2.4426044858081603e-16,1.0936561983773853e-15
39,5,1.0,0.7853981633974483,34,1.4542718988359492e-08,1.0000000054667353,5.917747709516641e-18,3.4575362128773406e-17
39,5,1.0,0.7853981633974483,35,2.4977883203613965e-08,0.9999999741733765,2.4325868901844184e-17,3.3444310266190246e-16
39,5,1.0,0.7853981633974483,36,2.563067909945143e-08,1.0000000063333263,6.499468679149152e-18,2.8488129413083835e-16
39,5,1.0,0.7853981633974483,37,4.143292876424685e-08,0.9999999586235503,2.549649821345168e-17,2.292285990618829e-16
39,5,1.0,0.7853981633974483,38,2.4084674938226047e-07,1.0000000066325803,5.699353002648553e-17,2.3353172495728176e-16
39,5,1.0,0.7853981633974483,39,0.006995732086527895,0.9999999867826237,-2.0696913072777275e-16,2.3547194160411266e-16
39,5,1.0,0.7853981633974483,40,3.68241321775804e-08,0.99999998494107,-1.8130555443829454e-16,3.383620139161184e-18
40,5,1.0,0.7853981633974483,1,0.0,0.8213095786863388,0.18237510770612791,0.18237510770612791
40,5,1.0,0.7853981633974483,2,1.8805300608058133e-14,0.8406761644288789,0.04825145325439781,0.04825145325439811
40,5,1.0,0.7853981633974483,3,7.161359994532513e-14,0.8976391841479793,0.012505463371093845,0.008159043245017775
40,5,1.0,0.7853981633974483,4,2.682130564369943e-13,0.9627697075729155,0.003190135100239827,0.0005537643485556375
40,5,1.0,0.7853981633974483,5,1.8296041892777315e-13,0.996350737057203,0.0008060999975685601,7.429589668276216e-06
40,5,1.0,0.7853981633974483,6,1.396028951479219e-13,0.9910207191205062,0.000202635557599095,6.216132201899982e-05
40,5,1.0,0.7853981633974483,7,3.5748848980099297e-13,0.9933830410812579,5.080027988688986e-05,2.9018192824479053e-05
40,5,1.0,0.7853981633974483,8,2.276496505950431e-12,0.9974992131444721,1.2717907018363825e-05,3.784693629349436e-06
40,5,1.0,0.7853981633974483,9,8.633174407059058e-13,0.9997510609931773,3.1817166607581854e-06,1.7660634314123e-08
40,5,1.0,0.7853981633974483,10,1.4642007334758758e-12,0.9977207536066051,7.957097970141824e-07,5.63378748161497e-07
40,5,1.0,0.7853981633974483,11,3.4963130299689763e-12,0.9980076096481498,1.9896256769447e-07,3.509801361436691e-07
40,5,1.0,0.7853981633974483,12,3.344015891704461e-11,0.9991108630390122,4.9745034399583787e-08,5.758446202492294e-08
40,5,1.0,0.7853981633974483,13,3.4929623844765263e-12,0.999917006161361,1.2436914434914943e-08,5.527468424504429e-12
40,5,1.0,0.7853981633974483,14,3.4298158740353088e-12,0.9998051686864408,3.109310271859583e-09,8.400057357986078e-09
40,5,1.0,0.7853981633974483,15,1.016176502018641e-11,0.9998214488332342,3.5225489706871573e-10,6.422436453872569e-09
40,5,1.0,0.7853981633974483,16,3.01563787744395e-10,0.9999149413693966,3.98586201216683e-11,1.1989936885134153e-09
40,5,1.0,0.7853981633974483,17,1.4461466944602237e-11,0.9999973451197759,4.50728669856764e-12,4.517731303233313e-13
40,5,1.0,0.7853981633974483,18,3.3736046740055814e-11,0.9998967764869919,5.093775610651605e-13,8.447219974117611e-11
40,5,1.0,0.7853981633974483,19,8.429418351657401e-11,0.9999367734796065,5.715473936194511e-14,2.2215077720154114e-11
40,5,1.0,0.7853981633974483,20,1.1533256169641407e-10,0.9999968152642356,6.127074604429572e-15,2.785300298634844e-13
40,5,1.0,0.7853981633974483,21,2.1843818851583752e-10,0.9999952661370801,8.321347560602854e-16,2.0321196617862952e-12
40,5,1.0,0.7853981633974483,22,2.0878223793134227e-10,0.9999950047425106,-2.2809482230092587e-17,2.2008353357794424e-12
40,5,1.0,0.7853981633974483,23,5.087341873923696e-09,0.999997445034841,2.7301274457452745e-16,5.552618748485178e-13
40,5,1.0,0.7853981633974483,24,1.3322341835470955e-09,0.9999998398330219,2.0393643513924713e-16,3.7771602706405984e-15
40,5,1.0,0.7853981633974483,25,1.1803746458243076e-09,0.9999975708219342,-2.0818999347720967e-16,3.290770420693113e-14
40,5,1.0,0.7853981633974483,26,2.8912982079506785e-09,0.9999980185714588,-1.8341967919146982e-16,1.3997054784878411e-14
40,5,1.0,0.7853981633974483,27,1.145269194289874e-08,0.9999995705403818,2.3086429702441823e-16,-5.9525258731705555e-16
40,5,1.0,0.7853981633974483,28,3.5928524883093526e-09,0.9999998249977045,2.5196328183072415e-16,1.927684529678482e-15
40,5,1.0,0.7853981633974483,29,8.312345198183797e-09,0.9999998197744646,7.700495637497052e-18,1.762847947675855e-15
40,5,1.0,0.7853981633974483,30,0.0043238037711142195,1.0000000053078268,2.2411017396945457e-16,1.6494997390622934e-15
40,5,1.0,0.7853981633974483,31,2.9619723768611437e-07,0.9999999017197785,2.2263431449482713e-16,3.9866253510379397e-16
40,5,1.0,0.7853981633974483,32,2.9996593327607164e-08,0.9999999956224784,2.327239433844543e-16,-2.216083876100863e-16
40,5,1.0,0.7853981633974483,33,2.1749882848652585e-08,0.9999998931312047,-2.1914265102258399e-16,-8.036194315956387e-17
40,5,1.0,0.7853981633974483,34,7.127236362188959e-08,1.000000005999959,2.397010009202829e-16,4.204491390232933e-17
40,5,1.0,0.7853981633974483,35,5.2829955946803594e-08,0.9999998950386086,2.4172341615894444e-16,-8.848064228961365e-17
40,5,1.0,0.7853981633974483,36,3.37305308719418e-08,1.000000000132339,5.284562457303225e-18,1.1847732729015392e-18
40,5,1.0,0.7853981633974483,37,0.003578161447537363,1.0000000064890642,1.4674723802040402e-18,-9.638599499607375e-17
40,5,1.0,0.7853981633974483,38,0.005829718882181713,1.0000000066666217,4.331017391678381e-19,1.253809899174113e-16
40,5,1.0,0.7853981633974483,39,0.005844996363917498,1.000000005940715,-4.4394739526581075e-16,1.6040543749972647e-18
40,5,1.0,0.7853981633974483,40,0.0026689478461258465,0.9999999303248708,2.220990519692023e-16,2.223001295982478e-16
41,5,1.0,0.7853981633974483,1,0.0,0.817682268357949,0.26532541127443776,0.26532541127443776
41,5,1.0,0.7853981633974483,2,5.7669770099547535e-15,0.8362768500794416,0.07171110905723727,0.07171110905723693
41,5,1.0,0.7853981633974483,3,2.4044248540280922e-14,0.8939774613023754,0.018763929740225338,0.012303993978631994
41,5,1.0,0.7853981633974483,4,2.7955413086639067e-14,0.9611609546799642,0.004808298830615829,0.0008497120524772889
41,5,1.0,0.7853981633974483,5,3.241354805879312e-14,0.9967743126490134,0.0012176496030555511,9.927299640088635e-06
41,5,1.0,0.7853981633974483,6,8.952940318459556e-14,0.9919443199392954,0.00030642002157338366,9.267550074266127e-05
41,5,1.0,0.7853981633974483,7,1.0291621893110476e-13,0.9940520812385913,7.685989383776799e-05,4.3785331580266026e-05
41,5,1.0,0.7853981633974483,8,9.082214115773373e-13,0.997744741897128,1.9247085007677994e-05,5.788659251390951e-06
41,5,1.0,0.7853981633974483,9,2.325570615561017e-13,0.9997499329086287,4.8158539880144464e-06,2.0835454314659975e-08
41,5,1.0,0.7853981633974483,10,2.988549620301806e-13,0.99763109029977,1.204475200579716e-06,8.387495084027918e-07
41,5,1.0,0.7853981633974483,11,4.551408148950379e-13,0.9979255117042517,3.011828485807548e-07,5.292383903887903e-07
41,5,1.0,0.7853981633974483,12,1.9274970026620977e-11,0.9990724301912166,7.530372368198942e-08,8.799537994195073e-08
41,5,1.0,0.7853981633974483,13,3.914948697070881e-12,0.9999567335081739,1.8826932222715037e-08,1.0979040136693087e-10
41,5,1.0,0.7853981633974483,14,1.5880432403518296e-12,0.9997977882337581,4.706858366254748e-09,1.4182927855185866e-08
41,5,1.0,0.7853981633974483,15,2.6854601039111404e-12,0.9998264514083439,1.1204415684571627e-09,1.0328289546014538e-08
41,5,1.0,0.7853981633974483,16,1.0647153558018947e-10,0.9999237721792721,2.667028133103845e-10,1.8696589476814053e-09
41,5,1.0,0.7853981633974483,17,5.121303916681026e-12,0.9999959455312872,6.348284464737831e-11,2.644328064604532e-12
41,5,1.0,0.7853981633974483,18,1.0407194605709485e-11,0.999917982302377,1.511040249816412e-11,3.330583189613528e-10
41,5,1.0,0.7853981633974483,19,1.8837852920344234e-11,0.9999247034270039,3.596745824707492e-12,2.4265119837960504e-10
41,5,1.0,0.7853981633974483,20,3.3546047612358915e-10,0.9999661240521717,8.564703499128331e-13,4.232607504670819e-11
41,5,1.0,0.7853981633974483,21,2.98869075383512e-11,0.9999979568736262,2.0382940184580548e-13,2.5124941600868794e-13
41,5,1.0,0.7853981633974483,22,3.3798243735084846e-11,0.999991858986722,4.863744106544391e-14,9.5969828026689e-12
41,5,1.0,0.7853981633974483,23,1.1516057242590977e-10,0.9999932522105559,1.14001399129628e-14,6.7483006902579e-12
41,5,1.0,0.7853981633974483,24,9.2679613387586e-10,0.9999973027259317,2.5422043653428557e-15,1.1407508264217668e-12
41,5,1.0,0.7853981633974483,25,2.6747202243251434e-10,0.9999993950208687,5.544323904122273e-16,1.481888961368264e-14
41,5,1.0,0.7853981633974483,26,2.2628830152220718e-10,0.9999964856467287,3.56103007326977e-17,3.1069796919031304e-13
41,5,1.0,0.7853981633974483,27,8.480030969024803e-10,0.999996944436015,-2.3585652268630694e-17,2.0928793944416992e-13
41,5,1.0,0.7853981633974483,28,3.689061670167964e-09,0.9999987175570102,2.0847034277118706e-17,3.233728725924792e-14
41,5,1.0,0.7853981633974483,29,1.1923271725515145e-09,0.9999999728781748,4.9926313112611115e-17,2.9849253655201964e-15
41,5,1.0,0.7853981633974483,30,8.07338111847925e-10,0.9999995269487004,-2.4192380314387724e-16,1.6052282293206444e-14
41,5,1.0,0.7853981633974483,31,3.882192670668446e-09,0.9999996635463282,-1.879393493907065e-16,8.88923480468442e-15
41,5,1.0,0.7853981633974483,32,8.478548579730661e-09,0.9999998972808711,2.5914975916377463e-16,1.0930035594915259e-15
41,5,1.0,0.7853981633974483,33,3.0908040947818806e-09,0.999999917527907,-2.1239095884464547e-16,1.4685024764926586e-16
41,5,1.0,0.7853981633974483,34,5.045698258017562e-09,0.9999998036947537,2.5901103270324336e-18,5.737925658839207e-16
41,5,1.0,0.7853981633974483,35,1.5303313965464924e-08,0.999999850376235,7.326974580478066e-19,3.9835069793902883e-16
41,5,1.0,0.7853981633974483,36,7.281990381310863e-08,1.0000000063333292,2.2638671915142224e-19,3.239660247514997e-16
41,5,1.0,0.7853981633974483,37,3.233785773967497e-08,0.9999999640598992,8.031355061218769e-20,-1.6584496810888844e-16
41,5,1.0,0.7853981633974483,38,2.4528038675276624e-08,0.9999999845582687,-2.2090574245087315e-16,5.1286347759339165e-18
41,5,1.0,0.7853981633974483,39,4.1181947974181325e-08,1.0000000068333248,1.266742115317022e-17,3.51062691452226e-16
41,5,1.0,0.7853981633974483,40,4.33057094421877e-08,0.9999999694005304,3.6713083863282986e-17,1.0498004421847508e-16
42,5,1.0,0.7853981633974483,1,0.0,0.8480985207591015,0.13716070164124586,0.13716070164124586
42,5,1.0,0.7853981633974483,2,3.2773384928445266e-14,0.8712734472282693,0.03551374661331655,0.03551374661331677
42,5,1.0,0.7853981633974483,3,6.378069977219185e-14,0.9215860583645886,0.009083278494256858,0.005885292838318984
42,5,1.0,0.7853981633974483,4,3.2811656123207374e-13,0.9727685514919823,0.0023000481905903133,0.00038792338478447694
42,5,1.0,0.7853981633974483,5,1.0248933443507006e-13,0.9965673806733427,0.0005789078606515743,6.116764213977928e-06
42,5,1.0,0.7853981633974483,6,1.334123184923093e-13,0.991489915432064,0.00014522970670610182,4.558763939221423e-05
42,5,1.0,0.7853981633974483,7,6.35146778400845e-13,0.993722551501443,3.637127543166304e-05,2.0901568436464818e-05
