arm,d,R,seed,method,blocks_1e-3,final_gap,sup_w2sq,mom_overhead_pct,spectral_gap,mono_violation,max_map_defect,slope_std,slope_acc
gauss-d2,2,4,16,acc,15,1.4563015922720762e-05,7.521276183637221,95.45385570871683,,,,,
gauss-d2,2,4,17,std,47,9.967726725570829e-05,8.54814515703229,0.0,0.13078980962631395,,,,
gauss-d2,2,4,17,acc,15,9.979502291168345e-06,8.54814515703229,95.45557295927496,,,,,
gauss-d2,2,4,18,std,45,9.382902593347946e-05,6.105085294901488,0.0,0.12926399515854023,,,,
gauss-d2,2,4,18,acc,15,2.2956329864096753e-05,6.105085294901485,95.43355638421122,,,,,
gauss-d2,2,4,19,std,44,9.105045187856806e-05,4.798961302578257,0.0,0.1286474652125861,,,,
gauss-d2,2,4,19,acc,15,3.176946956459918e-05,4.798961302578257,95.41188397875541,,,,,
gauss-d2,2,4,20,std,46,9.270404994080918e-05,7.404097851813726,0.0,0.13028528765961092,,,,
gauss-d2,2,4,20,acc,15,1.5254459695190303e-05,7.404097851813726,95.44321544299684,,,,,
gauss-d2,2,4,21,std,46,9.918400441626812e-05,6.73734605420719,0.0,0.1301315065245734,,,,
gauss-d2,2,4,21,acc,15,1.9165182707514977e-05,6.73734605420719,95.37406957982049,,,,,
gauss-d2,2,4,22,std,47,9.897390789535138e-05,8.379737057952617,0.0,0.1307341120052987,,,,
gauss-d2,2,4,22,acc,15,1.0487160180440929e-05,8.379737057952616,95.41787859296069,,,,,
gauss-d2,2,4,23,std,46,9.758711302655307e-05,6.531874653781116,0.0,0.13002613204672864,,,,
gauss-d2,2,4,23,acc,15,2.029859674814817e-05,6.531874653781115,95.44969295740023,,,,,
gauss-d2,2,4,24,std,46,9.429331836984314e-05,7.636146327901089,0.0,0.13039842778108268,,,,
gauss-d2,2,4,24,acc,15,1.4013264544889642e-05,7.636146327901086,95.47412622494808,,,,,
gauss-d2,2,4,25,std,47,9.044418590001616e-05,8.961004174685636,0.0,0.13075532166392664,,,,
gauss-d2,2,4,25,acc,15,8.230220310985473e-06,8.961004174685636,95.39391399331247,,,,,
gauss-d2,2,4,26,std,47,9.828823836544737e-05,8.259135220422257,0.0,0.13068418545889446,,,,
gauss-d2,2,4,26,acc,15,1.09886213779212e-05,8.259135220422257,95.44456020852734,,,,,
gauss-d2,2,4,27,std,46,9.657639724351685e-05,7.9941475170766045,0.0,0.1305624520343918,,,,
gauss-d2,2,4,27,acc,15,1.2265143430686617e-05,7.9941475170766045,95.45113303394227,,,,,
gauss-d2,2,4,28,std,44,9.441866135018531e-05,5.128214840707281,0.0,0.12930838204570197,,,,
gauss-d2,2,4,28,acc,15,2.990138152002862e-05,5.128214840707281,95.4447047358562,,,,,
gauss-d2,2,4,29,std,46,9.130252452365165e-05,7.226951632682824,0.0,0.13018770729433252,,,,
gauss-d2,2,4,29,acc,15,1.6361553197195607e-05,7.226951632682826,95.41006526249365,,,,,
gauss-d2,2,4,30,std,46,9.363282915023259e-05,7.545823614420917,0.0,0.13035204384128796,,,,
gauss-d2,2,4,30,acc,15,1.4527053322093778e-05,7.545823614420917,95.4524456749075,,,,,
gauss-d2,2,4,31,std,47,8.958647431012157e-05,8.844835985584188,0.0,0.13069290077639426,,,,
gauss-d2,2,4,31,acc,15,8.896129221767205e-06,8.844835985584188,95.39805194304091,,,,,
gauss-d2,2,4,32,std,46,8.904737682892058e-05,6.900379908165349,0.0,0.13002597788553963,,,,
gauss-d2,2,4,32,acc,15,1.8159372931283392e-05,6.900379908165349,95.47160663221861,,,,,
gauss-d2,2,4,33,std,46,8.918240780453855e-05,6.894168234914116,0.0,0.1300330614466624,,,,
gauss-d2,2,4,33,acc,15,1.805119182085737e-05,6.894168234914116,95.42153646595705,,,,,
gauss-d2,2,4,34,std,44,9.541841374860645e-05,5.197400854048752,0.0,0.12936291949210205,,,,
gauss-d2,2,4,34,acc,15,2.9330570344236878e-05,5.197400854048752,95.38137744640835,,,,,
gauss-d2,2,4,35,std,46,9.278289717548974e-05,7.410468713678148,0.0,0.13029041711329703,,,,
gauss-d2,2,4,35,acc,15,1.519247034945777e-05,7.410468713678148,95.4415570777896,,,,,
gauss-d2,2,4,36,std,46,9.447977774186544e-05,7.679276910202788,0.0,0.13041313623328207,,,,
gauss-d2,2,4,36,acc,15,1.3868895008586276e-05,7.679276910202788,95.44329076884952,,,,,
gauss-d2,2,4,37,std,45,9.663541550828866e-05,6.425289967891743,0.0,0.12996511256284998,,,,
gauss-d2,2,4,37,acc,15,2.097373039584002e-05,6.425289967891741,95.42947172550669,,,,,
gauss-d2,2,4,38,std,47,9.797556101153598e-05,8.207698816230554,0.0,0.13066170052610132,,,,
gauss-d2,2,4,38,acc,15,1.1219257582186626e-05,8.207698816230552,95.42646626548998,,,,,
gauss-d2,2,4,39,std,46,9.020560121517952e-05,7.033564963647393,0.0,0.13010573516641383,,,,
gauss-d2,2,4,39,acc,15,1.7233847331646592e-05,7.033564963647395,95.44455522268306,,,,,
gauss-d2,2,4,40,std,45,9.507079725020254e-05,6.255724576498011,0.0,0.12986515852421732,,,,
gauss-d2,2,4,40,acc,15,2.208117366408381e-05,6.255724576498013,95.45597792197754,,,,,
gauss-d2,2,4,41,std,45,9.103969943391813e-05,5.923207460521376,0.0,0.1296213293029894,,,,
gauss-d2,2,4,41,acc,15,2.490478133293045e-05,5.923207460521376,95.47850053899722,,,,,
gauss-d2,2,4,42,std,46,9.335507508602577e-05,7.516433704448719,0.0,0.130333746380669,,,,
gauss-d2,2,4,42,acc,15,1.474411485421428e-05,7.516433704448719,95.3113750085096,,,,,
gauss-d2,2,4,43,std,47,8.990174232495311e-05,8.830437263959388,0.0,0.13071048577373318,,,,
gauss-d2,2,4,43,acc,15,8.64916214859262e-06,8.830437263959384,95.42808352038455,,,,,
gauss-d2,2,4,44,std,47,9.780127135994472e-05,8.2094251315088,0.0,0.13065181719284213,,,,
gauss-d2,2,4,44,acc,15,1.1348479905769767e-05,8.2094251315088,95.49012503890889,,,,,
gauss-d2,2,4,45,std,46,9.057297198683881e-05,7.085673291750789,0.0,0.13013199283341634,,,,
gauss-d2,2,4,45,acc,15,1.6941150156493555e-05,7.085673291750789,95.4963303249257,,,,,
gauss-d2,2,4,46,std,47,8.945700961342576e-05,8.820288368762434,0.0,0.1306827359743993,,,,
gauss-d2,2,4,46,acc,15,8.997916797635725e-06,8.820288368762434,95.47669304606492,,,,,
gauss-d2,2,4,47,std,45,9.185211904130103e-05,5.912025841069261,0.0,0.12965868573185113,,,,
gauss-d2,2,4,47,acc,15,2.4339966474830303e-05,5.912025841069261,95.45346440992384,,,,,
gauss-d2,2,4,48,std,46,9.961788242847033e-05,6.761208412717677,0.0,0.13015597732686682,,,,
gauss-d2,2,4,48,acc,15,1.885714562450843e-05,6.761208412717677,95.50647447571592,,,,,
gauss-d2,2,4,49,std,46,9.972676443563942e-05,6.775898338612727,0.0,0.13016319110593838,,,,
gauss-d2,2,4,49,acc,15,1.8779923819839198e-05,6.775898338612727,95.43002960385671,,,,,
gauss-d2,2,8,0,std,180,9.77772380168461e-05,46.699342670693596,0.0,0.033952190519121475,,,,
gauss-d2,2,8,0,acc,30,2.9301322687248644e-06,46.699342670693596,95.38336429728243,,,,,
gauss-d2,2,8,1,std,178,9.925570110937143e-05,37.37665381687586,0.0,0.033644852437697,,,,
gauss-d2,2,8,1,acc,30,1.1341056963874636e-05,37.37665381687587,95.40501320921062,,,,,
gauss-d2,2,8,2,std,180,9.762140412175775e-05,46.459758216805774,0.0,0.03394800002572126,,,,
gauss-d2,2,8,2,acc,30,3.0536321782410545e-06,46.459758216805774,95.41545322420438,,,,,
gauss-d2,2,8,3,std,181,9.79465240207155e-05,47.00498523225663,0.0,0.03395675061319955,,,,
gauss-d2,2,8,3,acc,30,2.7988915250225926e-06,47.00498523225663,95.44499989146806,,,,,
gauss-d2,2,8,4,std,180,9.921550367070209e-05,44.36767272266006,0.0,0.03392578207106271,,,,
gauss-d2,2,8,4,acc,30,4.3283725757439025e-06,44.36767272266006,95.39979080010556,,,,,
gauss-d2,2,8,5,std,179,9.881356413747253e-05,40.057727893916294,0.0,0.03379557613481458,,,,
gauss-d2,2,8,5,acc,30,8.021397296925608e-06,40.05772789391629,95.37893850006468,,,,,
gauss-d2,2,8,6,std,180,9.73613448478957e-05,46.034006366320035,0.0,0.03394101729355557,,,,
gauss-d2,2,8,6,acc,30,3.265433689964805e-06,46.03400636632005,95.49044660389077,,,,,
gauss-d2,2,8,7,std,178,9.726829612838502e-05,38.41773410579911,0.0,0.03370489291292217,,,,
gauss-d2,2,8,7,acc,30,9.93220713144137e-06,38.41773410579911,95.43138359065405,,,,,
gauss-d2,2,8,8,std,178,9.84258091043036e-05,36.63297214173878,0.0,0.033627347858648314,,,,
gauss-d2,2,8,8,acc,30,1.2455023310846079e-05,36.63297214173877,95.42438873165797,,,,,
gauss-d2,2,8,9,std,180,9.768576580205211e-05,46.61414428982981,0.0,0.03394973318810705,,,,
gauss-d2,2,8,9,acc,30,3.0023134195753045e-06,46.61414428982981,95.39717025011886,,,,,
gauss-d2,2,8,10,std,181,9.808791802915114e-05,47.32292098233252,0.0,0.03402826455551006,,,,
gauss-d2,2,8,10,acc,30,2.6916162944122423e-06,47.32292098233252,95.40945949243975,,,,,
gauss-d2,2,8,11,std,180,9.931751776596706e-05,44.428514221085216,0.0,0.033928421752922454,,,,
gauss-d2,2,8,11,acc,30,4.234905945368938e-06,44.428514221085216,95.44428018125821,,,,,
gauss-d2,2,8,12,std,178,9.933598697486022e-05,37.46768841731936,0.0,0.03369803305654317,,,,
gauss-d2,2,8,12,acc,30,1.1235423316100331e-05,37.46768841731935,95.46250389278515,,,,,
gauss-d2,2,8,13,std,179,9.802825913639117e-05,39.25187168605738,0.0,0.033777043673611715,,,,
gauss-d2,2,8,13,acc,30,8.971319642052536e-06,39.25187168605738,95.47802080137843,,,,,
gauss-d2,2,8,14,std,180,9.725263596838292e-05,45.91491654007119,0.0,0.03393810571122547,,,,
gauss-d2,2,8,14,acc,30,3.356070963035986e-06,45.914916540071204,95.36610940820167,,,,,
gauss-d2,2,8,15,std,179,9.86880730484991e-05,39.8949916758003,0.0,0.033737024302967954,,,,
gauss-d2,2,8,15,acc,30,8.170177722629334e-06,39.894991675800306,95.42912622052066,,,,,
gauss-d2,2,8,16,std,180,9.985528664691219e-05,45.15925685315165,0.0,0.033942395721885794,,,,
gauss-d2,2,8,16,acc,30,3.758491333548131e-06,45.15925685315165,95.50581546973615,,,,,
gauss-d2,2,8,17,std,181,9.829984197979973e-05,47.615093829883335,0.0,0.03403428598044295,,,,
gauss-d2,2,8,17,acc,30,2.534842756683571e-06,47.61509382988332,95.43604816285826,,,,,
gauss-d2,2,8,18,std,179,9.70460345885403e-05,41.484683487881824,0.0,0.033810576257574325,,,,
gauss-d2,2,8,18,acc,30,6.540194644929793e-06,41.48468348788181,95.45810839731578,,,,,
gauss-d2,2,8,19,std,178,9.977679621589464e-05,37.86626645402973,0.0,0.033707701275470875,,,,
gauss-d2,2,8,19,acc,30,1.0662348328114185e-05,37.86626645402973,95.4586645208685,,,,,
gauss-d2,2,8,20,std,180,9.962532438325018e-05,44.84371963468775,0.0,0.03393641319260886,,,,
gauss-d2,2,8,20,acc,30,3.95884603393917e-06,44.84371963468775,95.45785027741819,,,,,
gauss-d2,2,8,21,std,180,9.83276981926847e-05,43.10586286611022,0.0,0.03384199409713485,,,,
gauss-d2,2,8,21,acc,30,5.1825358021558905e-06,43.10586286611022,95.45014641499462,,,,,
gauss-d2,2,8,22,std,181,9.81272776016482e-05,47.27568200342453,0.0,0.033961624182385915,,,,
gauss-d2,2,8,22,acc,30,2.6621349179561043e-06,47.275682003424514,95.42946365987748,,,,,
gauss-d2,2,8,23,std,180,9.794865518676296e-05,42.60140367154778,0.0,0.03383267718435367,,,,
gauss-d2,2,8,23,acc,30,5.5690325206691405e-06,42.601403671547764,95.44397930618615,,,,,
gauss-d2,2,8,24,std,180,9.696443688721364e-05,45.434399359603226,0.0,0.03393038989613938,,,,
gauss-d2,2,8,24,acc,30,3.6023084806466013e-06,45.434399359603226,95.43335757128588,,,,,
gauss-d2,2,8,25,std,181,9.890959197356858e-05,48.651506583805386,0.0,0.034051715381245753,,,,
gauss-d2,2,8,25,acc,30,2.1108549620242407e-06,48.651506583805386,95.42292534992177,,,,,
gauss-d2,2,8,26,std,181,9.795851008909812e-05,46.99000970294787,0.0,0.033957072157761566,,,,
gauss-d2,2,8,26,acc,30,2.7897148835255137e-06,46.99000970294787,94.98272593422303,,,,,
gauss-d2,2,8,27,std,180,9.753481113823105e-05,46.31955880579677,0.0,0.03394567349932492,,,,
gauss-d2,2,8,27,acc,30,3.123366825665208e-06,46.31955880579677,95.49147405873951,,,,,
gauss-d2,2,8,28,std,178,9.749838549433579e-05,38.70355018892343,0.0,0.033710086734744925,,,,
gauss-d2,2,8,28,acc,30,9.63707615960781e-06,38.70355018892343,95.4634493887671,,,,,
gauss-d2,2,8,29,std,180,9.92581642846671e-05,44.35548773252828,0.0,0.03392688316675782,,,,
gauss-d2,2,8,29,acc,30,4.289167407806748e-06,44.35548773252828,95.43520653716377,,,,,
gauss-d2,2,8,30,std,180,9.986729951737099e-05,45.19424345894919,0.0,0.03394270936515866,,,,
gauss-d2,2,8,30,acc,30,3.748164548372262e-06,45.19424345894919,95.43938975252915,,,,,
gauss-d2,2,8,31,std,181,9.8674364918519e-05,48.29106654469972,0.0,0.034044988256777764,,,,
gauss-d2,2,8,31,acc,30,2.2696336755275475e-06,48.29106654469972,95.41378217467344,,,,,
gauss-d2,2,8,32,std,180,9.866219465821946e-05,43.537687907723125,0.0,0.03385023361270351,,,,
gauss-d2,2,8,32,acc,30,4.852214787882128e-06,43.537687907723125,95.40707674761985,,,,,
gauss-d2,2,8,33,std,180,9.869806177971799e-05,43.56058415026966,0.0,0.03385111783236986,,,,
gauss-d2,2,8,33,acc,30,4.8174007840297894e-06,43.56058415026966,95.46270183485413,,,,,
gauss-d2,2,8,34,std,178,9.77299542639417e-05,38.92473589302309,0.0,0.03371531884000554,,,,
gauss-d2,2,8,34,acc,30,9.343715945186598e-06,38.92473589302309,95.41178162968862,,,,,
gauss-d2,2,8,35,std,180,9.964590772543885e-05,44.867732142054635,0.0,0.033936948065333025,,,,
gauss-d2,2,8,35,acc,30,3.940706653043525e-06,44.867732142054635,95.42880786193466,,,,,
gauss-d2,2,8,36,std,180,9.701124831461294e-05,45.52003782129327,0.0,0.0339316422338823,,,,
gauss-d2,2,8,36,acc,30,3.5617276840848475e-06,45.52003782129327,95.43213413795308,,,,,
gauss-d2,2,8,37,std,179,9.772149550946012e-05,42.31835049558958,0.0,0.03382710401125335,,,,
gauss-d2,2,8,37,acc,30,5.806772004976505e-06,42.31835049558958,95.40733109741738,,,,,
gauss-d2,2,8,38,std,180,9.78813705677338e-05,46.863816933709224,0.0,0.03395499380581909,,,,
gauss-d2,2,8,38,acc,30,2.849041473427875e-06,46.863816933709224,95.45764089760907,,,,,
gauss-d2,2,8,39,std,180,9.896908569847172e-05,43.92178565016625,0.0,0.033857808017439615,,,,
gauss-d2,2,8,39,acc,30,4.5581615810029935e-06,43.921785650166264,95.41654165038261,,,,,
gauss-d2,2,8,40,std,179,9.734595623586001e-05,41.86129277327398,0.0,0.03381790704617511,,,,
gauss-d2,2,8,40,acc,30,6.209689814212031e-06,41.86129277327398,95.00944438148385,,,,,
gauss-d2,2,8,41,std,179,9.942141239401014e-05,40.80175923643141,0.0,0.03386900664689085,,,,
gauss-d2,2,8,41,acc,30,7.317410022690401e-06,40.80175923643141,95.50804212121975,,,,,
gauss-d2,2,8,42,std,180,9.979504725692902e-05,45.10218320018974,0.0,0.0339408289787594,,,,
gauss-d2,2,8,42,acc,30,3.8104849583825574e-06,45.10218320018973,95.34178348054488,,,,,
gauss-d2,2,8,43,std,181,9.876095032868536e-05,48.36601938450103,0.0,0.03404745198936318,,,,
gauss-d2,2,8,43,acc,30,2.2104866912921797e-06,48.36601938450103,95.42947620201089,,,,,
gauss-d2,2,8,44,std,180,9.783832352623298e-05,46.82401131414133,0.0,0.03395383588224932,,,,
gauss-d2,2,8,44,acc,30,2.8824236155103737e-06,46.82401131414133,95.36569546042585,,,,,
gauss-d2,2,8,45,std,180,9.906607014022704e-05,44.054079953701155,0.0,0.033860204849733705,,,,
gauss-d2,2,8,45,acc,30,4.467046147663616e-06,44.054079953701155,95.4045088657606,,,,,
gauss-d2,2,8,46,std,181,9.863876711227806e-05,48.22997015431533,0.0,0.03404397010798776,,,,
gauss-d2,2,8,46,acc,30,2.294187381939857e-06,48.22997015431533,95.41124651891622,,,,,
gauss-d2,2,8,47,std,179,9.962666088600067e-05,40.93562260577855,0.0,0.03381484690721168,,,,
gauss-d2,2,8,47,acc,30,7.086047312333479e-06,40.93562260577855,95.46556566348154,,,,,
gauss-d2,2,8,48,std,180,9.843023165542232e-05,43.21161295027475,0.0,0.03384451758121888,,,,
gauss-d2,2,8,48,acc,30,5.080202708942243e-06,43.21161295027475,95.47851126434,,,,,
gauss-d2,2,8,49,std,180,9.845593235485207e-05,43.246897793869366,0.0,0.03384515048772749,,,,
gauss-d2,2,8,49,acc,30,5.054701352651696e-06,43.246897793869366,95.54654889195973,,,,,
gauss-d2,2,16,0,std,715,9.923968336939329e-05,219.8841957124055,0.0,0.008612397858624046,,,,
gauss-d2,2,16,0,acc,59,3.769662944661141e-05,219.8841957124055,95.3648128662021,,,,,
gauss-d2,2,16,1,std,712,9.965691289846347e-05,198.92175522097162,0.0,0.008570759708378447,,,,
gauss-d2,2,16,1,acc,59,4.4170894761969004e-05,198.92175522097162,95.43501764645407,,,,,
gauss-d2,2,16,2,std,715,9.998198285357182e-05,219.34789448789653,0.0,0.008613248135704873,,,,
gauss-d2,2,16,2,acc,59,3.7813805418561094e-05,219.34789448789653,95.42610688369658,,,,,
gauss-d2,2,16,3,std,715,9.928249472396233e-05,220.51594456926964,0.0,0.008618278763983103,,,,
gauss-d2,2,16,3,acc,59,3.757048839700145e-05,220.51594456926964,95.36526382193041,,,,,
gauss-d2,2,16,4,std,714,9.960949740540036e-05,214.6286662856508,0.0,0.00861011101616288,,,,
gauss-d2,2,16,4,acc,59,3.895387127481834e-05,214.6286662856508,95.44717947707545,,,,,
gauss-d2,2,16,5,std,713,9.952512948770836e-05,205.03470987938826,0.0,0.00858883017548409,,,,
gauss-d2,2,16,5,acc,59,4.1840112538904864e-05,205.0347098793882,95.40711704083363,,,,,
gauss-d2,2,16,6,std,715,9.99155810238999e-05,218.43409869182344,0.0,0.008612687350975338,,,,
gauss-d2,2,16,6,acc,59,3.80115651372288e-05,218.4340986918235,95.41440509792218,,,,,
gauss-d2,2,16,7,std,713,9.992368227902323e-05,201.32432628331702,0.0,0.008577392226169208,,,,
gauss-d2,2,16,7,acc,59,4.320144188672999e-05,201.32432628331702,95.41774832432873,,,,,
gauss-d2,2,16,8,std,712,9.945421392949447e-05,197.1774306643673,0.0,0.008569277372890746,,,,
gauss-d2,2,16,8,acc,59,4.492179789672944e-05,197.1774306643673,95.39642830516341,,,,,
gauss-d2,2,16,9,std,715,9.999840416933387e-05,219.62443240292254,0.0,0.008618900127900795,,,,
gauss-d2,2,16,9,acc,59,3.7765288162681585e-05,219.62443240292254,95.44126996714205,,,,,
gauss-d2,2,16,10,std,715,9.931822633033223e-05,221.10937199909506,0.0,0.00862425127016528,,,,
gauss-d2,2,16,10,acc,59,3.7466064198183983e-05,221.10937199909506,95.42507701099753,,,,,
gauss-d2,2,16,11,std,714,9.963488990926209e-05,214.86063365584687,0.0,0.008604998632433615,,,,
gauss-d2,2,16,11,acc,59,3.887387472210381e-05,214.86063365584687,95.44539025051495,,,,,
gauss-d2,2,16,12,std,712,9.96764856520567e-05,199.11090662020226,0.0,0.008575551596242664,,,,
gauss-d2,2,16,12,acc,59,4.409902754979201e-05,199.11090662020226,95.3914256105105,,,,,
gauss-d2,2,16,13,std,713,9.933093899040443e-05,203.16227981686913,0.0,0.008587319542950974,,,,
gauss-d2,2,16,13,acc,59,4.252460635862081e-05,203.16227981686913,95.45817098061191,,,,,
gauss-d2,2,16,14,std,715,9.98878003172568e-05,218.11354623824735,0.0,0.008612452934081307,,,,
gauss-d2,2,16,14,acc,59,3.809503773063907e-05,218.11354623824735,95.40371443007741,,,,,
gauss-d2,2,16,15,std,713,9.949414117100229e-05,204.69942151175147,0.0,0.008583702878791268,,,,
gauss-d2,2,16,15,acc,59,4.1948454742974164e-05,204.69942151175147,95.4052249289417,,,,,
gauss-d2,2,16,16,std,715,9.976855818655435e-05,216.51040066373352,0.0,0.00860610061094335,,,,
gauss-d2,2,16,16,acc,59,3.84580892070531e-05,216.51040066373352,95.40502509877417,,,,,
gauss-d2,2,16,17,std,715,9.937173694029959e-05,221.81997297107137,0.0,0.008619055641036757,,,,
gauss-d2,2,16,17,acc,59,3.731117399503447e-05,221.8199729710713,95.40740316860959,,,,,
gauss-d2,2,16,18,std,714,9.984748348627892e-05,208.31451024807023,0.0,0.008591346735286318,,,,
gauss-d2,2,16,18,acc,59,4.0734086959288464e-05,208.31451024807018,95.39117661477648,,,,,
gauss-d2,2,16,19,std,713,9.97838344087721e-05,200.05251442976692,0.0,0.00857635025389114,,,,
gauss-d2,2,16,19,acc,59,4.370692203159096e-05,200.05251442976692,95.3845904076989,,,,,
gauss-d2,2,16,20,std,715,9.971143744217335e-05,215.7982991982293,0.0,0.008605629400085408,,,,
gauss-d2,2,16,20,acc,59,3.863465721400377e-05,215.7982991982293,95.38500864295686,,,,,
gauss-d2,2,16,21,std,714,9.938803177723075e-05,211.91722364151462,0.0,0.008597797015298758,,,,
gauss-d2,2,16,21,acc,59,3.9664578311041435e-05,211.91722364151468,95.39302125724221,,,,,
gauss-d2,2,16,22,std,715,9.93281686380125e-05,221.13933856416955,0.0,0.008618676194893794,,,,
gauss-d2,2,16,22,acc,59,3.7437149007299095e-05,221.13933856416955,95.38641813102304,,,,,
gauss-d2,2,16,23,std,714,9.929321630433412e-05,210.81395150868448,0.0,0.008597034186049624,,,,
gauss-d2,2,16,23,acc,59,3.997567834757975e-05,210.81395150868448,95.37204693395428,,,,,
gauss-d2,2,16,24,std,715,9.981408326744691e-05,217.10588659774604,0.0,0.008611831469747918,,,,
gauss-d2,2,16,24,acc,59,3.831858288956026e-05,217.10588659774604,95.43189279600674,,,,,
gauss-d2,2,16,25,std,715,9.952539709160227e-05,224.10000174260395,0.0,0.008626099267976535,,,,
gauss-d2,2,16,25,acc,59,3.687680304944891e-05,224.10000174260395,95.41242986257905,,,,,
gauss-d2,2,16,26,std,715,9.92855246378637e-05,220.52421121858612,0.0,0.008612788093851851,,,,
gauss-d2,2,16,26,acc,59,3.7561603101744084e-05,220.52421121858612,95.34853548634206,,,,,
gauss-d2,2,16,27,std,715,9.995988166188428e-05,219.0442162085225,0.0,0.008613061409027022,,,,
gauss-d2,2,16,27,acc,59,3.78793494037466e-05,219.0442162085225,95.36021265815702,,,,,
gauss-d2,2,16,28,std,713,9.998128066476646e-05,201.91126971667614,0.0,0.008582589231068957,,,,
gauss-d2,2,16,28,acc,59,4.2995050821906244e-05,201.91126971667614,95.4248404610243,,,,,
gauss-d2,2,16,29,std,714,9.962011751878976e-05,214.6879230276112,0.0,0.008604876997023324,,,,
gauss-d2,2,16,29,acc,59,3.8920375195563434e-05,214.6879230276112,95.40423034974951,,,,,
gauss-d2,2,16,30,std,715,9.977154048644403e-05,216.56625460803474,0.0,0.008611473191400362,,,,
gauss-d2,2,16,30,acc,59,3.844891693571134e-05,216.56625460803468,95.36664291898755,,,,,
gauss-d2,2,16,31,std,715,9.946617196002726e-05,223.25250207474315,0.0,0.008625570120078058,,,,
gauss-d2,2,16,31,acc,59,3.7042341562925664e-05,223.25250207474315,95.36318210240786,,,,,
gauss-d2,2,16,32,std,714,9.947157397038886e-05,212.8871765354918,0.0,0.00860365553968121,,,,
gauss-d2,2,16,32,acc,59,3.939380026094213e-05,212.8871765354918,95.42313052832421,,,,,
gauss-d2,2,16,33,std,714,9.948052471538821e-05,212.96833590900349,0.0,0.008598542224893133,,,,
gauss-d2,2,16,33,acc,59,3.9364978513576655e-05,212.96833590900349,95.41643814455328,,,,,
gauss-d2,2,16,34,std,713,9.925700517804219e-05,202.43793861188772,0.0,0.008581889713702478,,,,
gauss-d2,2,16,34,acc,59,4.278861603449532e-05,202.43793861188772,95.37613032391369,,,,,
gauss-d2,2,16,35,std,715,9.971655254467811e-05,215.85758563462346,0.0,0.008605671578219284,,,,
gauss-d2,2,16,35,acc,59,3.8618777385962706e-05,215.85758563462346,95.36027860673246,,,,,
gauss-d2,2,16,36,std,715,9.982606357996499e-05,217.2764758716831,0.0,0.008611932412515547,,,,
gauss-d2,2,16,36,acc,59,3.828205324095217e-05,217.2764758716831,95.40605458107973,,,,,
gauss-d2,2,16,37,std,714,9.923631848692341e-05,210.17735311185032,0.0,0.008596576947432693,,,,
gauss-d2,2,16,37,acc,59,4.0164243285285665e-05,210.17735311185032,95.38313415900103,,,,,
gauss-d2,2,16,38,std,715,9.92660218449258e-05,220.24879299974376,0.0,0.008612622031185782,,,,
gauss-d2,2,16,38,acc,59,3.761889347582252e-05,220.24879299974376,95.42314099512456,,,,,
gauss-d2,2,16,39,std,714,9.95481140938434e-05,213.7734318861045,0.0,0.008599087458690096,,,,
gauss-d2,2,16,39,acc,59,3.9148546791016245e-05,213.7734318861045,95.39405233165921,,,,,
gauss-d2,2,16,40,std,714,9.99234111543814e-05,209.1441385394579,0.0,0.008591941135026628,,,,
gauss-d2,2,16,40,acc,59,4.047939389101307e-05,209.14413853945797,95.36645038595344,,,,,
gauss-d2,2,16,41,std,713,9.96749976278459e-05,206.62660606666162,0.0,0.00859500457826192,,,,
gauss-d2,2,16,41,acc,59,4.132105084484524e-05,206.62660606666162,95.3491815166896,,,,,
gauss-d2,2,16,42,std,715,9.975360083716231e-05,216.3489153585745,0.0,0.008611322192602121,,,,
gauss-d2,2,16,42,acc,59,3.8504161502745174e-05,216.3489153585745,95.43970337543003,,,,,
gauss-d2,2,16,43,std,715,9.948798014120831e-05,223.5056323666283,0.0,0.008620069651012993,,,,
gauss-d2,2,16,43,acc,59,3.698110544403995e-05,223.5056323666283,95.4084004002447,,,,,
gauss-d2,2,16,44,std,715,9.92551354167745e-05,220.12607680135986,0.0,0.008618040869819448,,,,
gauss-d2,2,16,44,acc,59,3.76509732758273e-05,220.12607680135986,95.35812991704977,,,,,
gauss-d2,2,16,45,std,714,9.957228108012535e-05,214.06616832406152,0.0,0.00860448331702653,,,,
gauss-d2,2,16,45,acc,59,3.907168527158937e-05,214.06616832406152,95.42528795971656,,,,,
gauss-d2,2,16,46,std,715,9.945720333872504e-05,223.11851740650076,0.0,0.008625490049379172,,,,
gauss-d2,2,16,46,acc,59,3.706761860261705e-05,223.11851740650076,95.43397397690828,,,,,
gauss-d2,2,16,47,std,714,9.972551610053226e-05,207.05146525840607,0.0,0.008590393234211471,,,,
gauss-d2,2,16,47,acc,59,4.11479585292196e-05,207.05146525840607,95.40627243607278,,,,,
gauss-d2,2,16,48,std,714,9.941365301029646e-05,212.18693614023582,0.0,0.008598003338122962,,,,
gauss-d2,2,16,48,acc,59,3.9581197546754467e-05,212.18693614023582,95.37529196032558,,,,,
gauss-d2,2,16,49,std,714,9.942007334576633e-05,212.26345497430572,0.0,0.008598055052520745,,,,
gauss-d2,2,16,49,acc,59,3.956034985258452e-05,212.26345497430572,95.3627900690455,,,,,
gauss-d2,2,32,0,std,2852,9.99880895840282e-05,950.312902582792,0.0,0.0021668563240242527,,,,
gauss-d2,2,32,0,acc,118,8.345022718256323e-05,950.312902582792,95.16680799341042,,,,,
